"ref.date","friendly.name","price.adjusted","daily.return"
2011-02-17,"SMI",6706.470215,-0.000772043656207473
2011-02-18,"SMI",6717.25,0.00160608045229576
2011-02-21,"SMI",6683.870117,-0.00498166597133844
2011-02-22,"SMI",6622.490234,-0.00922571112404143
2011-02-23,"SMI",6622.77002,4.22469615055948e-05
2011-02-24,"SMI",6515.970215,-0.0162575947813304
2011-02-25,"SMI",6537.200195,0.0032528493925611
2011-02-28,"SMI",6610.439941,0.0111412394662434
2011-03-01,"SMI",6619.359863,0.00134845930910095
2011-03-02,"SMI",6592.069824,-0.00413128305731151
2011-03-03,"SMI",6599.209961,0.00108255420454758
2011-03-04,"SMI",6530.540039,-0.0104602978947338
2011-03-07,"SMI",6495.52002,-0.00537692951121116
2011-03-08,"SMI",6511.209961,0.00241258927237003
2011-03-09,"SMI",6446.600098,-0.00997242561131063
2011-03-10,"SMI",6404.620117,-0.00653325203649144
2011-03-11,"SMI",6353.759766,-0.00797289638440752
2011-03-14,"SMI",6274.470215,-0.0125576732576795
2011-03-15,"SMI",6101.009766,-0.0280347606755391
2011-03-16,"SMI",6021.549805,-0.0131096240105511
2011-03-17,"SMI",6073.419922,0.00857719137289468
2011-03-18,"SMI",6098.049805,0.00404715571268347
2011-03-21,"SMI",6223.910156,0.0204293357172746
2011-03-22,"SMI",6227.029785,0.000501107399130196
2011-03-23,"SMI",6256.060059,0.00465114433965382
2011-03-24,"SMI",6319.22998,0.0100467587075318
2011-03-25,"SMI",6352.279785,0.00521640760348659
2011-03-28,"SMI",6359.02002,0.00106051084234016
2011-03-29,"SMI",6355.060059,-0.000622925308546826
2011-03-30,"SMI",6398.419922,0.00679971743094249
2011-03-31,"SMI",6357.549805,-0.0064080203587492
2011-04-01,"SMI",6439.910156,0.012871536749552
2011-04-04,"SMI",6414.600098,-0.00393793154425019
2011-04-05,"SMI",6430.299805,0.00244450559155753
2011-04-06,"SMI",6443.060059,0.00198242856780413
2011-04-07,"SMI",6465.569824,0.00348755646720584
2011-04-08,"SMI",6457.930176,-0.00118228790805816
2011-04-11,"SMI",6440.109863,-0.00276326081872841
2011-04-12,"SMI",6351.600098,-0.0138388343438126
2011-04-13,"SMI",6364.299805,0.00199745378924648
2011-04-14,"SMI",6357.029785,-0.00114296555875091
2011-04-15,"SMI",6400.259766,0.0067773246499541
2011-04-18,"SMI",6244.950195,-0.0245654096138428
2011-04-19,"SMI",6326.649902,0.0129976863026275
2011-04-20,"SMI",6444.810059,0.0185043102258087
2011-04-21,"SMI",6457.160156,0.00191445191180127
2011-04-26,"SMI",6476.589844,0.00300449639369528
2011-04-27,"SMI",6472.419922,-0.000644052668041177
2011-04-28,"SMI",6516.209961,0.00674285206487315
2011-04-29,"SMI",6539.700195,0.00359841007886376
2011-05-02,"SMI",6544.669922,0.000759643329338066
2011-05-03,"SMI",6510.609863,-0.00521783321948894
2011-05-04,"SMI",6470.350098,-0.00620291476248423
2011-05-05,"SMI",6450.029785,-0.00314546939611182
2011-05-06,"SMI",6526.509766,0.0117875595801013
2011-05-09,"SMI",6476.890137,-0.00763183016910784
2011-05-10,"SMI",6526.160156,0.00757826105226468
2011-05-11,"SMI",6562.819824,0.00560162272620626
2011-05-12,"SMI",6562.589844,-3.5043477627157e-05
2011-05-13,"SMI",6563.259766,0.000102076744818339
2011-05-16,"SMI",6564.149902,0.000135614873593012
2011-05-17,"SMI",6496.560059,-0.0103501948346678
2011-05-18,"SMI",6535.240234,0.00593629241081848
2011-05-19,"SMI",6557.950195,0.00346897631972366
2011-05-20,"SMI",6530.609863,-0.00417775089764524
2011-05-23,"SMI",6437.819824,-0.014310386801121
2011-05-24,"SMI",6454.290039,0.00255508588360726
2011-05-25,"SMI",6464.549805,0.00158834203084197
2011-05-26,"SMI",6469.160156,0.000712920145754213
2011-05-27,"SMI",6489.319824,0.00311142731167399
2011-05-30,"SMI",6470.799805,-0.00285800318768641
2011-05-31,"SMI",6554.709961,0.0128841509116794
2011-06-01,"SMI",6496.470215,-0.00892488369597759
2011-06-03,"SMI",6407.390137,-0.0138069524454114
2011-06-06,"SMI",6370.060059,-0.00584313515424702
2011-06-07,"SMI",6330.649902,-0.0062059969260209
2011-06-08,"SMI",6256.859863,-0.0117244610981773
2011-06-09,"SMI",6271.009766,0.00225894895718182
2011-06-10,"SMI",6197.25,-0.0118317436197848
2011-06-14,"SMI",6255.680176,0.00938423390678235
2011-06-15,"SMI",6198.169922,-0.00923580456635203
2011-06-16,"SMI",6157.669922,-0.00655562803599089
2011-06-17,"SMI",6145.160156,-0.00203364107803981
2011-06-20,"SMI",6113.700195,-0.00513261904674895
2011-06-21,"SMI",6171.009766,0.0093302954543646
2011-06-22,"SMI",6113.439941,-0.00937286534350392
2011-06-23,"SMI",5991.089844,-0.0202162770736939
2011-06-24,"SMI",5998.02002,0.00115607861642298
2011-06-27,"SMI",5990.819824,-0.00120114989596487
2011-06-28,"SMI",6002.399902,0.00193110471803731
2011-06-29,"SMI",6101.549805,0.0163834323807283
2011-06-30,"SMI",6187.069824,0.0139187967806986
2011-07-01,"SMI",6237.810059,0.00816756661590212
2011-07-04,"SMI",6245.779785,0.00127683257497986
2011-07-05,"SMI",6243.009766,-0.000443600884475159
2011-07-06,"SMI",6179.350098,-0.010249296586661
2011-07-07,"SMI",6211.109863,0.00512649807294031
2011-07-08,"SMI",6152.689941,-0.00945022690436766
2011-07-11,"SMI",6053,-0.0163353580627744
